loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_f1,eval_precision,eval_recall,eval_auc_roc,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
5.58820068359375,53.0,1.967400811737759e-05,0.6936281252865801,2600,,,,,,,,,,,,,,
5.621297607421875,2.15625,1.964388008887246e-05,0.7069671276959374,2650,,,,,,,,,,,,,,
6.073848266601562,9.5625,1.9612445852912357e-05,0.7203061301052948,2700,,,,,,,,,,,,,,
,,,0.7203061301052948,2700,0.47638601064682007,0.8472162782554565,0.866123478675894,0.7707195728673705,0.9884833865068866,0.9760624012009804,536.8064,47.881,11.971,,,,,
5.532569580078125,13.25,1.957970966708166e-05,0.733645132514652,2750,,,,,,,,,,,,,,
5.9865045166015625,28.125,1.954567596530631e-05,0.7469841349240094,2800,,,,,,,,,,,,,,
5.6153936767578125,18.0,1.9510349357253207e-05,0.7603231373333666,2850,,,,,,,,,,,,,,
4.856935424804687,19.25,1.947373462770592e-05,0.773662139742724,2900,,,,,,,,,,,,,,
4.8112185668945315,11.6875,1.9435836735916546e-05,0.7870011421520813,2950,,,,,,,,,,,,,,
4.811708068847656,49.0,1.939666081493406e-05,0.8003401445614386,3000,,,,,,,,,,,,,,
,,,0.8003401445614386,3000,0.5431830286979675,0.8447652025055441,0.864874017881333,0.7656652875217366,0.9936191736051669,0.9728632298854575,538.9148,47.694,11.924,,,,,
5.28157958984375,18.375,1.9356212170909055e-05,0.8136791469707959,3050,,,,,,,,,,,,,,
5.344990234375,14.6875,1.931449628237506e-05,0.8270181493801533,3100,,,,,,,,,,,,,,
4.802818908691406,31.25,1.9271518799506494e-05,0.8403571517895105,3150,,,,,,,,,,,,,,
4.8655938720703125,43.75,1.9227285543353384e-05,0.8536961541988679,3200,,,,,,,,,,,,,,
5.234932861328125,14.75,1.9181802505052958e-05,0.8670351566082252,3250,,,,,,,,,,,,,,
4.340193176269532,25.875,1.913507584501815e-05,0.8803741590175824,3300,,,,,,,,,,,,,,
,,,0.8803741590175824,3300,0.4813782274723053,0.8599385285764307,0.8763056624518967,0.784593613486741,0.9922963193525796,0.9836980573361812,536.4256,47.915,11.979,,,,,
5.124985961914063,21.125,1.9087111892103237e-05,0.8937131614269398,3350,,,,,,,,,,,,,,
4.902743530273438,15.5,1.903791714274661e-05,0.907052163836297,3400,,,,,,,,,,,,,,
4.877423095703125,26.5,1.898749826009088e-05,0.9203911662456544,3450,,,,,,,,,,,,,,
5.541726684570312,11.8125,1.893586207308039e-05,0.9337301686550117,3500,,,,,,,,,,,,,,
4.564991760253906,6.1875,1.8883015575536282e-05,0.947069171064369,3550,,,,,,,,,,,,,,
4.64524658203125,32.75,1.882896592520921e-05,0.9604081734737263,3600,,,,,,,,,,,,,,
,,,0.9604081734737263,3600,0.40208280086517334,0.8735167101116601,0.8868390824602318,0.8023050762060713,0.9912847249241304,0.9858891822752497,536.8185,47.88,11.971,,,,,
5.054274291992187,11.75,1.8773720442809883e-05,0.9737471758830837,3650,,,,,,,,,,,,,,
4.39247802734375,4.75,1.87172866110175e-05,0.9870861782924409,3700,,,,,,,,,,,,,,
4.081004028320312,23.5,1.865967207346627e-05,1.0002667800481873,3750,,,,,,,,,,,,,,
4.3945010375976565,7.5,1.8600884633710145e-05,1.0136057824575444,3800,,,,,,,,,,,,,,
4.276677551269532,27.25,1.8540932254165837e-05,1.0269447848669018,3850,,,,,,,,,,,,,,
4.052748718261719,23.125,1.847982305503439e-05,1.0402837872762591,3900,,,,,,,,,,,,,,
,,,1.0402837872762591,3900,0.6006451845169067,0.8573707349336653,0.8744090441932169,0.7810759532407124,0.9930744689129251,0.9690293720095704,536.7591,47.886,11.972,,,,,
4.030416259765625,13.5,1.841756531320131e-05,1.0536227896856163,3950,,,,,,,,,,,,,,
4.204361877441406,36.5,1.8354167461115562e-05,1.0669617920949737,4000,,,,,,,,,,,,,,
6.506712036132813,16.375,1.8289638085647387e-05,1.080300794504331,4050,,,,,,,,,,,,,,
4.190134887695312,22.75,1.8223985926925297e-05,1.0936397969136884,4100,,,,,,,,,,,,,,
4.89342041015625,22.125,1.8157219877152258e-05,1.1069787993230455,4150,,,,,,,,,,,,,,
5.179653930664062,37.5,1.8089348979401308e-05,1.120317801732403,4200,,,,,,,,,,,,,,
,,,1.120317801732403,4200,0.5579918622970581,0.8336770026845115,0.8568174967344341,0.7521463013054216,0.995331102637927,0.9859347166182981,539.0632,47.681,11.921,,,,,
4.485177917480469,25.125,1.80203824263907e-05,1.1336568041417603,4250,,,,,,,,,,,,,,
5.141173095703125,23.0,1.795032955923884e-05,1.1469958065511174,4300,,,,,,,,,,,,,,
4.653271789550781,31.25,1.7879199866199037e-05,1.1603348089604748,4350,,,,,,,,,,,,,,
3.7481610107421877,2.625,1.7807002981374432e-05,1.1736738113698322,4400,,,,,,,,,,,,,,
4.367864379882812,11.3125,1.7733748683413067e-05,1.1870128137791895,4450,,,,,,,,,,,,,,
4.849448852539062,1.7734375,1.7659446894183444e-05,1.200351816188547,4500,,,,,,,,,,,,,,
,,,1.200351816188547,4500,0.44854533672332764,0.8693926778975217,0.8837805089146616,0.796058375951104,0.9932300988249941,0.9843752206179942,536.1057,47.944,11.986,,,,,
3.738084716796875,18.25,1.7584107677430662e-05,1.213690818597904,4550,,,,,,,,,,,,,,
4.6451419067382815,5.40625,1.7507741237413354e-05,1.2270298210072614,4600,,,,,,,,,,,,,,
4.564632873535157,15.1875,1.7430357917521553e-05,1.2403688234166188,4650,,,,,,,,,,,,,,
3.915938720703125,20.0,1.7351968198875765e-05,1.253707825825976,4700,,,,,,,,,,,,,,
4.595285949707031,32.25,1.727258269890735e-05,1.2670468282353333,4750,,,,,,,,,,,,,,
3.5979037475585938,13.1875,1.7192212169920458e-05,1.2803858306446907,4800,,,,,,,,,,,,,,
,,,1.2803858306446907,4800,0.6360644698143005,0.8366338559701202,0.8590513913598067,0.7553719008264462,0.9957201774180997,0.970476096265117,536.81,47.881,11.971,,,,,
4.053776245117188,29.75,1.7110867497635684e-05,1.293724833054048,4850,,,,,,,,,,,,,,
4.3482598876953125,3.1875,1.702855969971567e-05,1.3070638354634052,4900,,,,,,,,,,,,,,
4.713177795410156,34.5,1.6945299924272814e-05,1.3204028378727626,4950,,,,,,,,,,,,,,
4.460888977050781,11.625,1.6861099448359344e-05,1.33374184028212,5000,,,,,,,,,,,,,,
3.9343130493164065,13.6875,1.677596967643989e-05,1.347080842691477,5050,,,,,,,,,,,,,,
3.626185302734375,20.5,1.6689922138846814e-05,1.3604198451008345,5100,,,,,,,,,,,,,,
,,,1.3604198451008345,5100,0.4037424325942993,0.8826207057541922,0.8942553713504608,0.8135841836734694,0.9926853941327524,0.9873570132018776,536.5144,47.907,11.977,,,,,
4.2676480102539065,12.125,1.66029684902185e-05,1.3737588475101918,5150,,,,,,,,,,,,,,
4.118589782714844,11.75,1.6515120507920815e-05,1.3870978499195492,5200,,,,,,,,,,,,,,
4.565757446289062,12.25,1.6426390090451896e-05,1.4004368523289066,5250,,,,,,,,,,,,,,
3.4141354370117187,24.25,1.6336789255830607e-05,1.4137758547382637,5300,,,,,,,,,,,,,,
3.9189584350585935,13.5625,1.6246330139968748e-05,1.427114857147621,5350,,,,,,,,,,,,,,
3.6378524780273436,24.125,1.6155024995027312e-05,1.4404538595569782,5400,,,,,,,,,,,,,,
,,,1.4404538595569782,5400,0.5834029912948608,0.8452709800412403,0.8655828573359922,0.7651171128107075,0.9964205120224107,0.9824489462564092,536.5712,47.902,11.976,,,,,
4.23849365234375,37.75,1.6062886187757026e-05,1.4537928619663356,5450,,,,,,,,,,,,,,
3.4885699462890627,21.125,1.596992619782331e-05,1.467131864375693,5500,,,,,,,,,,,,,,
3.819968566894531,17.375,1.587615761611601e-05,1.4804708667850504,5550,,,,,,,,,,,,,,
4.140120849609375,10.3125,1.5781593143044026e-05,1.4938098691944077,5600,,,,,,,,,,,,,,
3.1361465454101562,13.625,1.5686245586815107e-05,1.507148871603765,5650,,,,,,,,,,,,,,
4.249197082519531,37.5,1.559012786170106e-05,1.5204878740131222,5700,,,,,,,,,,,,,,
,,,1.5204878740131222,5700,0.48711296916007996,0.8755009142901606,0.888641425389755,0.8037771482530689,0.9935413586491324,0.9855364296178013,536.2416,47.932,11.983,,,,,
4.94355224609375,2.765625,1.5493252986288587e-05,1.5338268764224794,5750,,,,,,,,,,,,,,
3.7172860717773437,17.375,1.5395634081716e-05,1.5471658788318368,5800,,,,,,,,,,,,,,
4.085618896484375,31.875,1.5297284369896025e-05,1.5605048812411941,5850,,,,,,,,,,,,,,
3.6248342895507815,8.1875,1.5198217171724982e-05,1.5738438836505515,5900,,,,,,,,,,,,,,
3.9161566162109374,19.625,1.509844590527854e-05,1.5871828860599089,5950,,,,,,,,,,,,,,
3.8170285034179687,29.875,1.4997984083994329e-05,1.6005218884692662,6000,,,,,,,,,,,,,,
,,,1.6005218884692662,6000,0.3529345393180847,0.8960821693965685,0.9050108467584196,0.8333769976421274,0.9901175005836121,0.9876297772673427,538.3566,47.743,11.936,,,,,
3.75569091796875,15.0625,1.4896845314841595e-05,1.6138608908786234,6050,,,,,,,,,,,,,,
3.9121954345703127,12.625,1.4795043296478258e-05,1.6271998932879808,6100,,,,,,,,,,,,,,
3.7988577270507813,12.3125,1.4692591817395467e-05,1.640538895697338,6150,,,,,,,,,,,,,,
3.3054071044921876,13.875,1.4589504754050064e-05,1.6538778981066953,6200,,,,,,,,,,,,,,
3.227210693359375,10.75,1.448579606898506e-05,1.6672169005160526,6250,,,,,,,,,,,,,,
4.051459655761719,29.0,1.4381479808938537e-05,1.68055590292541,6300,,,,,,,,,,,,,,
,,,1.68055590292541,6300,0.383183091878891,0.8918803252538614,0.9018055899084838,0.8259546925566343,0.9929966539568905,0.9881955856033178,536.4045,47.917,11.98,,,,,
3.5612939453125,4.71875,1.427657010294105e-05,1.6938949053347674,6350,,,,,,,,,,,,,,
3.5890402221679687,18.25,1.4171081160401969e-05,1.7072339077441245,6400,,,,,,,,,,,,,,
3.0067486572265625,12.125,1.4065027269184888e-05,1.720572910153482,6450,,,,,,,,,,,,,,
3.449709777832031,20.75,1.3958422793672401e-05,1.733911912562839,6500,,,,,,,,,,,,,,
3.40577880859375,31.625,1.3851282172820545e-05,1.7472509149721964,6550,,,,,,,,,,,,,,
3.95146240234375,8.8125,1.374361991820313e-05,1.7605899173815538,6600,,,,,,,,,,,,,,
,,,1.7605899173815538,6600,0.5480598211288452,0.8567871454694005,0.8742699047033508,0.7791306465359795,0.9958758073301689,0.9850804655809531,541.1122,47.5,11.876,,,,,
4.3333871459960935,29.625,1.3635450612046221e-05,1.7739289197909112,6650,,,,,,,,,,,,,,
3.819637451171875,36.0,1.3526788905253062e-05,1.7872679222002685,6700,,,,,,,,,,,,,,
3.687017822265625,4.0625,1.3417649515419702e-05,1.800606924609626,6750,,,,,,,,,,,,,,
4.207971496582031,9.6875,1.3308047224841581e-05,1.813945927018983,6800,,,,,,,,,,,,,,
3.7508905029296873,43.25,1.3197996878511342e-05,1.8272849294283404,6850,,,,,,,,,,,,,,
4.441205444335938,20.375,1.3087513382108186e-05,1.8406239318376976,6900,,,,,,,,,,,,,,
,,,1.8406239318376976,6900,0.3486095666885376,0.8989612107536086,0.9074780006412768,0.8369036667104744,0.9910512800560267,0.9893055537088733,540.8599,47.522,11.881,,,,,
3.3461083984375,27.75,1.2976611699978965e-05,1.853962934247055,6950,,,,,,,,,,,,,,
4.026893005371094,12.8125,1.286530685311135e-05,1.8673019366564123,7000,,,,,,,,,,,,,,
3.894561767578125,35.75,1.2753613917099343e-05,1.8806409390657697,7050,,,,,,,,,,,,,,
3.3700857543945313,4.8125,1.2641548020101353e-05,1.893979941475127,7100,,,,,,,,,,,,,,
3.3734307861328126,13.125,1.2529124340791188e-05,1.9073189438844842,7150,,,,,,,,,,,,,,
3.57449951171875,24.625,1.2416358106302185e-05,1.9206579462938416,7200,,,,,,,,,,,,,,
,,,1.9206579462938416,7200,0.4472277760505676,0.8831653892541727,0.894790316364783,0.8137904664797349,0.9936969885612015,0.9873998713691895,540.9642,47.513,11.879,,,,,
2.986932373046875,15.3125,1.2303264590164791e-05,1.9339969487031987,7250,,,,,,,,,,,,,,
3.8266839599609375,25.5,1.2189859110237855e-05,1.947335951112556,7300,,,,,,,,,,,,,,
3.426485900878906,8.1875,1.2076157026633891e-05,1.9606749535219135,7350,,,,,,,,,,,,,,
3.519849853515625,37.75,1.1962173739638665e-05,1.9740139559312708,7400,,,,,,,,,,,,,,
4.251697387695312,12.1875,1.184792468762531e-05,1.9873529583406282,7450,,,,,,,,,,,,,,
3.010546875,8.3125,1.1733425344963272e-05,2.0005335600963745,7500,,,,,,,,,,,,,,
,,,2.0005335600963745,7500,0.4138740003108978,0.8851495934326732,0.8964573833742546,0.8160802094642059,0.9943973231655124,0.9899642622765565,536.2889,47.928,11.982,,,,,
3.1625125122070314,16.5,1.1618691219922426e-05,2.0138725625057314,7550,,,,,,,,,,,,,,
3.909174499511719,21.5,1.1503737852572544e-05,2.027211564915089,7600,,,,,,,,,,,,,,
3.445684814453125,14.125,1.1388580812678489e-05,2.040550567324446,7650,,,,,,,,,,,,,,
2.811182556152344,17.125,1.1273235697591393e-05,2.0538895697338035,7700,,,,,,,,,,,,,,
4.007167663574219,5.53125,1.1157718130136081e-05,2.067228572143161,7750,,,,,,,,,,,,,,
3.4520172119140624,18.375,1.104204375649504e-05,2.0805675745525183,7800,,,,,,,,,,,,,,
,,,2.0805675745525183,7800,0.41721004247665405,0.8883787884682722,0.8990535167657718,0.8205523442517663,0.9941638782974087,0.9893230033434275,538.767,47.707,11.927,,,,,
2.694585876464844,24.0,1.092622824408925e-05,2.0939065769618757,7850,,,,,,,,,,,,,,
3.45593994140625,8.25,1.0810287279456108e-05,2.1072455793712326,7900,,,,,,,,,,,,,,
3.163621520996094,18.625,1.0694236566124796e-05,2.12058458178059,7950,,,,,,,,,,,,,,
2.9249423217773436,41.0,1.0578091822489305e-05,2.1339235841899473,8000,,,,,,,,,,,,,,
3.38575927734375,28.25,1.0461868779679494e-05,2.1472625865993047,8050,,,,,,,,,,,,,,
2.9095611572265625,1.5859375,1.0345583179430387e-05,2.160601589008662,8100,,,,,,,,,,,,,,
,,,2.160601589008662,8100,0.6428992748260498,0.8452709800412403,0.8656555078877141,0.7648638968481375,0.9970430316706871,0.9857629872689355,539.1168,47.676,11.919,,,,,
2.8575030517578126,33.5,1.022925077195005e-05,2.1739405914180194,8150,,,,,,,,,,,,,,
2.696133728027344,11.6875,1.0112887313786312e-05,2.187279593827377,8200,,,,,,,,,,,,,,
3.1075454711914063,8.75,9.996508565692643e-06,2.200618596236734,8250,,,,,,,,,,,,,,
4.093097534179687,0.89453125,9.880130290493438e-06,2.213957598646091,8300,,,,,,,,,,,,,,
3.1113827514648436,11.875,9.763768250949044e-06,2.2272966010554485,8350,,,,,,,,,,,,,,
4.265813903808594,15.3125,9.647438207620788e-06,2.240635603464806,8400,,,,,,,,,,,,,,
,,,2.240635603464806,8400,0.4140644669532776,0.8893514375753803,0.8998309382924767,0.8219548291615726,0.9940082483853396,0.9897077066329174,536.4068,47.917,11.98,,,,,
3.41594970703125,17.125,9.53115591673629e-06,2.253974605874163,8450,,,,,,,,,,,,,,
4.036750183105469,25.25,9.414937128055384e-06,2.2673136082835206,8500,,,,,,,,,,,,,,
3.8071112060546874,13.0,9.298797582736889e-06,2.280652610692878,8550,,,,,,,,,,,,,,
3.4452996826171876,13.8125,9.18275301120658e-06,2.293991613102235,8600,,,,,,,,,,,,,,
3.11704833984375,11.75,9.066819131026588e-06,2.3073306155115922,8650,,,,,,,,,,,,,,
3.392342834472656,12.6875,8.951011644766543e-06,2.3206696179209496,8700,,,,,,,,,,,,,,
,,,2.3206696179209496,8700,0.44617265462875366,0.8805975956114073,0.8928459201843512,0.8097530082330588,0.9949420278577542,0.9901244089920184,605.9028,42.421,10.606,,,,,
2.9862429809570314,11.125,8.835346237876744e-06,2.334008620330307,8750,,,,,,,,,,,,,,
3.4986334228515625,55.25,8.71983857656368e-06,2.3473476227396644,8800,,,,,,,,,,,,,,
3.6226727294921877,23.375,8.60450430566811e-06,2.3606866251490217,8850,,,,,,,,,,,,,,
3.088517150878906,14.875,8.489359046546071e-06,2.374025627558379,8900,,,,,,,,,,,,,,
3.4113763427734374,2.03125,8.374418394953057e-06,2.3873646299677365,8950,,,,,,,,,,,,,,
3.84898681640625,12.4375,8.259697918931664e-06,2.400703632377094,9000,,,,,,,,,,,,,,
,,,2.400703632377094,9000,0.5003543496131897,0.8700151733260709,0.8845183367322249,0.7957089552238806,0.9956423624620652,0.98876997344386,544.1813,47.232,11.809,,,,,
,,,2.400703632377094,9000,,,,,,,,,,43094.2918,11.134,0.348,9.620746255413533e+16,6.870649259779189
,,,2.400703632377094,9000,0.3487439453601837,0.8990390226821772,0.9075426657640645,0.8370136698212408,0.9910512800560267,0.9892008347101107,541.8728,47.434,11.859,,,,,
